variable,estimate,latitude,longitude
is_crime_los_angeles THEFT OF IDENTITY,1,34.2173,-118.6065
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2157,-118.377
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2272,-118.432
"is_crime_los_angeles THEFT, PERSON",1,34.1806,-118.4662
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0307,-118.2923
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1685,-118.4008
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1152,-118.1898
is_crime_los_angeles VEHICLE - STOLEN,1,34.0835,-118.331
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.0595,-118.3143
is_crime_los_angeles THEFT OF IDENTITY,1,34.1958,-118.4116
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2247,-118.4699
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.098,-118.3237
is_crime_los_angeles THEFT OF IDENTITY,1,34.0553,-118.283
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0937,-118.2092
is_crime_los_angeles VEHICLE - STOLEN,1,33.8163,-118.3088
is_crime_los_angeles THEFT OF IDENTITY,1,34.182,-118.6136
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0572,-118.2658
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1611,-118.5116
is_crime_los_angeles ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1,34.0753,-118.287
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,33.7352,-118.2968
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.1087,-118.2695
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1157,-118.1942
is_crime_los_angeles ORAL COPULATION,1,34.2731,-118.4052
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2753,-118.4095
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.1006,-118.3417
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2421,-118.4116
is_crime_los_angeles THEFT OF IDENTITY,1,34.0609,-118.2586
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.0146,-118.3057
is_crime_los_angeles ORAL COPULATION,1,34.0391,-118.3647
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0697,-118.2779
is_crime_los_angeles SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,34.1867,-118.3706
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0447,-118.2747
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.04,-118.3577
is_crime_los_angeles THEFT OF IDENTITY,1,33.9393,-118.2739
is_crime_los_angeles LEWD/LASCIVIOUS ACTS WITH CHILD,1,34.2012,-118.3801
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.0433,-118.274
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9373,-118.237
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9389,-118.248
is_crime_los_angeles LEWD/LASCIVIOUS ACTS WITH CHILD,1,34.0396,-118.2804
is_crime_los_angeles THEFT OF IDENTITY,1,34.0793,-118.3113
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.081,-118.2627
is_crime_los_angeles ORAL COPULATION,1,34.2856,-118.4141
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1078,-118.2024
is_crime_los_angeles BURGLARY,1,34.2012,-118.3851
is_crime_los_angeles TRESPASSING,1,34.0183,-118.3536
is_crime_los_angeles THEFT OF IDENTITY,1,34.0799,-118.3181
is_crime_los_angeles LEWD/LASCIVIOUS ACTS WITH CHILD,1,34.2355,-118.4636
is_crime_los_angeles ORAL COPULATION,1,33.9456,-118.2762
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0721,-118.2723
is_crime_los_angeles THEFT OF IDENTITY,1,33.9986,-118.454
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9964,-118.3002
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0587,-118.233
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,34.2108,-118.6081
is_crime_los_angeles THEFT OF IDENTITY,1,34.0557,-118.2504
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.229,-118.4654
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9271,-118.2659
is_crime_los_angeles THEFT OF IDENTITY,1,34.2684,-118.5149
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.2802,-118.4142
is_crime_los_angeles THEFT OF IDENTITY,1,34.218,-118.4248
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0559,-118.3132
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1938,-118.5864
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0467,-118.2814
is_crime_los_angeles THEFT OF IDENTITY,1,34.1763,-118.3943
is_crime_los_angeles THEFT OF IDENTITY,1,33.9791,-118.2959
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9747,-118.2842
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2926,-118.5676
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2696,-118.5328
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0846,-118.2868
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9956,-118.274
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.8201,-118.3015
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,33.9693,-118.285
is_crime_los_angeles ORAL COPULATION,1,33.9797,-118.2827
"is_crime_los_angeles RAPE, FORCIBLE",1,33.9348,-118.2781
is_crime_los_angeles THEFT OF IDENTITY,1,33.9869,-118.2915
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.2085,-118.4662
is_crime_los_angeles THEFT OF IDENTITY,1,34.258,-118.5306
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.097,-118.295
is_crime_los_angeles THEFT OF IDENTITY,1,34.0655,-118.1862
is_crime_los_angeles THEFT OF IDENTITY,1,33.9739,-118.4112
"is_crime_los_angeles RAPE, FORCIBLE",1,34.1006,-118.3417
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.081,-118.2627
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2713,-118.415
is_crime_los_angeles THEFT OF IDENTITY,1,34.1593,-118.5011
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.8234,-118.3038
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0782,-118.3509
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1649,-118.379
is_crime_los_angeles THEFT OF IDENTITY,1,33.9358,-118.25
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0246,-118.1937
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2119,-118.6017
is_crime_los_angeles THEFT OF IDENTITY,1,34.1898,-118.6467
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2277,-118.3951
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1902,-118.5284
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9703,-118.2783
is_crime_los_angeles THEFT OF IDENTITY,1,34.1599,-118.379
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.1632,-118.4301
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9961,-118.2783
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,33.7933,-118.2648
is_crime_los_angeles THEFT OF IDENTITY,1,34.1885,-118.4335
is_crime_los_angeles THEFT OF IDENTITY,1,34.1811,-118.3867
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0353,-118.3605
is_crime_los_angeles BURGLARY,1,34.2769,-118.4174
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.1903,-118.4836
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2337,-118.4553
is_crime_los_angeles THEFT OF IDENTITY,1,34.098,-118.3267
"is_crime_los_angeles RAPE, FORCIBLE",1,33.9694,-118.263
is_crime_los_angeles THEFT OF IDENTITY,1,34.2279,-118.3692
is_crime_los_angeles THEFT OF IDENTITY,1,34.2085,-118.4052
is_crime_los_angeles THEFT OF IDENTITY,1,34.2717,-118.4096
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2684,-118.5022
is_crime_los_angeles THEFT OF IDENTITY,1,34.313,-118.5012
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0637,-118.2884
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2209,-118.606
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0583,-118.3799
is_crime_los_angeles THEFT OF IDENTITY,1,34.2684,-118.5149
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1179,-118.2129
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,33.7415,-118.2805
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9703,-118.2783
"is_crime_los_angeles RAPE, FORCIBLE",1,34.001,-118.3113
is_crime_los_angeles THEFT OF IDENTITY,1,34.1489,-118.5508
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0812,-118.2032
is_crime_los_angeles THEFT OF IDENTITY,1,34.1976,-118.4574
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.2009,-118.5229
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.067,-118.2807
is_crime_los_angeles THEFT OF IDENTITY,1,34.2573,-118.4673
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9661,-118.2849
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.2594,-118.4313
is_crime_los_angeles THEFT OF IDENTITY,1,34.2184,-118.6278
is_crime_los_angeles THEFT OF IDENTITY,1,34.1889,-118.4924
is_crime_los_angeles THEFT OF IDENTITY,1,34.1687,-118.3984
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0704,-118.2868
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1685,-118.4509
is_crime_los_angeles ORAL COPULATION,1,34.0223,-118.4069
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0476,-118.2865
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0093,-118.3437
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2057,-118.3921
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2157,-118.5255
is_crime_los_angeles THEFT OF IDENTITY,1,34.1721,-118.4487
is_crime_los_angeles THEFT OF IDENTITY,1,34.2684,-118.5149
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0838,-118.3627
is_crime_los_angeles THEFT OF IDENTITY,1,34.1425,-118.3643
is_crime_los_angeles THEFT OF IDENTITY,1,34.1994,-118.4837
is_crime_los_angeles THEFT OF IDENTITY,1,34.0944,-118.3398
is_crime_los_angeles THEFT OF IDENTITY,1,33.9932,-118.2938
is_crime_los_angeles THEFT OF IDENTITY,1,34.2684,-118.5149
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.049,-118.4417
"is_crime_los_angeles RAPE, FORCIBLE",1,33.7261,-118.2902
is_crime_los_angeles THEFT OF IDENTITY,1,34.0126,-118.3403
is_crime_los_angeles THEFT OF IDENTITY,1,34.0428,-118.4638
is_crime_los_angeles THEFT OF IDENTITY,1,34.1593,-118.5011
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0353,-118.3605
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2631,-118.4979
is_crime_los_angeles THEFT OF IDENTITY,1,34.0532,-118.2494
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.253,-118.2907
is_crime_los_angeles THEFT OF IDENTITY,1,34.2129,-118.5109
is_crime_los_angeles THEFT OF IDENTITY,1,34.0657,-118.4505
is_crime_los_angeles THEFT OF IDENTITY,1,34.061,-118.3619
is_crime_los_angeles THEFT OF IDENTITY,1,34.2121,-118.4021
is_crime_los_angeles THEFT OF IDENTITY,1,34.1974,-118.6029
is_crime_los_angeles THEFT OF IDENTITY,1,34.218,-118.4155
is_crime_los_angeles BURGLARY,1,34.0862,-118.2583
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.7801,-118.2598
is_crime_los_angeles THEFT OF IDENTITY,1,34.0559,-118.3165
is_crime_los_angeles THEFT OF IDENTITY,1,34.0366,-118.3536
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,33.7886,-118.2738
"is_crime_los_angeles RAPE, FORCIBLE",1,34.1683,-118.5787
is_crime_los_angeles THEFT OF IDENTITY,1,34.2545,-118.2979
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2583,-118.4827
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2808,-118.3902
is_crime_los_angeles VEHICLE - STOLEN,1,34.0297,-118.3986
is_crime_los_angeles THEFT OF IDENTITY,1,34.103,-118.3225
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0394,-118.3406
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.1041,-118.3427
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2179,-118.439
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9906,-118.3054
"is_crime_los_angeles RAPE, FORCIBLE",1,34.091,-118.2277
"is_crime_los_angeles RAPE, FORCIBLE",1,34.201,-118.5491
is_crime_los_angeles LEWD CONDUCT,1,34.0362,-118.3272
is_crime_los_angeles THEFT OF IDENTITY,1,34.2684,-118.5149
is_crime_los_angeles HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1,33.9703,-118.2783
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2332,-118.5829
is_crime_los_angeles THEFT OF IDENTITY,1,33.9954,-118.4515
is_crime_los_angeles THEFT OF IDENTITY,1,33.7538,-118.2989
is_crime_los_angeles THEFT OF IDENTITY,1,34.0574,-118.2621
is_crime_los_angeles THEFT OF IDENTITY,1,34.1052,-118.3229
is_crime_los_angeles THEFT OF IDENTITY,1,34.2645,-118.6121
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,33.7754,-118.2661
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0897,-118.2769
is_crime_los_angeles VEHICLE - STOLEN,1,33.9712,-118.2652
is_crime_los_angeles LEWD/LASCIVIOUS ACTS WITH CHILD,1,34.0039,-118.2541
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.021,-118.3671
is_crime_los_angeles THEFT OF IDENTITY,1,34.1939,-118.4924
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2283,-118.4636
is_crime_los_angeles THEFT OF IDENTITY,1,34.0109,-118.3251
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1193,-118.2052
is_crime_los_angeles THEFT OF IDENTITY,1,34.2196,-118.6344
is_crime_los_angeles THEFT OF IDENTITY,1,34.0648,-118.2559
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0522,-118.2434
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1684,-118.44
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.1885,-118.4258
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0587,-118.2862
is_crime_los_angeles THEFT OF IDENTITY,1,34.0617,-118.3072
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9703,-118.2783
is_crime_los_angeles THEFT OF IDENTITY,1,34.0039,-118.2635
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9327,-118.2351
is_crime_los_angeles BURGLARY,1,34.0354,-118.446
"is_crime_los_angeles RAPE, FORCIBLE",1,34.1983,-118.5884
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9655,-118.3068
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.8213,-118.3064
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1169,-118.2397
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.0797,-118.1933
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2446,-118.5343
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0137,-118.3133
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2139,-118.6137
is_crime_los_angeles THEFT OF IDENTITY,1,34.2777,-118.488
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1709,-118.5384
is_crime_los_angeles THEFT OF IDENTITY,1,33.982,-118.3206
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0943,-118.2726
is_crime_los_angeles ORAL COPULATION,1,34.2338,-118.4719
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1178,-118.2488
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9399,-118.2894
is_crime_los_angeles THEFT OF IDENTITY,1,34.0354,-118.3003
"is_crime_los_angeles RAPE, FORCIBLE",1,34.134,-118.1899
"is_crime_los_angeles RAPE, FORCIBLE",1,33.9871,-118.344
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.3196,-118.4561
is_crime_los_angeles THEFT OF IDENTITY,1,34.2301,-118.4266
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.1767,-118.3769
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.2139,-118.6137
is_crime_los_angeles THEFT OF IDENTITY,1,34.2769,-118.4175
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2728,-118.489
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0262,-118.2167
is_crime_los_angeles THEFT OF IDENTITY,1,34.0346,-118.2049
is_crime_los_angeles THEFT OF IDENTITY,1,33.998,-118.4354
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.0467,-118.252
is_crime_los_angeles THEFT OF IDENTITY,1,33.9778,-118.309
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.092,-118.3067
is_crime_los_angeles THEFT OF IDENTITY,1,34.0297,-118.297
is_crime_los_angeles THEFT OF IDENTITY,1,34.1149,-118.3668
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0353,-118.4622
is_crime_los_angeles THEFT OF IDENTITY,1,33.9378,-118.2463
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.0404,-118.2821
is_crime_los_angeles ORAL COPULATION,1,33.999,-118.3138
is_crime_los_angeles THEFT OF IDENTITY,1,34.1866,-118.4719
is_crime_los_angeles THEFT OF IDENTITY,1,34.0609,-118.4358
is_crime_los_angeles FALSE POLICE REPORT,1,34.0944,-118.331
is_crime_los_angeles THEFT OF IDENTITY,1,34.0048,-118.3473
is_crime_los_angeles THEFT OF IDENTITY,1,34.0216,-118.2564
"is_crime_los_angeles RAPE, FORCIBLE",1,34.163,-118.3757
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9378,-118.2542
"is_crime_los_angeles RAPE, FORCIBLE",1,34.045,-118.1956
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0462,-118.276
is_crime_los_angeles THEFT OF IDENTITY,1,34.0226,-118.266
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,33.9493,-118.2541
is_crime_los_angeles THEFT OF IDENTITY,1,34.1704,-118.536
is_crime_los_angeles THEFT OF IDENTITY,1,34.0466,-118.2005
is_crime_los_angeles THEFT OF IDENTITY,1,33.9214,-118.2847
is_crime_los_angeles VEHICLE - STOLEN,1,34.0295,-118.3384
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2011,-118.5906
is_crime_los_angeles THEFT OF IDENTITY,1,34.0502,-118.5373
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0511,-118.3373
is_crime_los_angeles THEFT OF IDENTITY,1,34.2138,-118.5273
is_crime_los_angeles THEFT OF IDENTITY,1,34.1893,-118.5879
is_crime_los_angeles THEFT OF IDENTITY,1,34.0498,-118.4642
is_crime_los_angeles THEFT OF IDENTITY,1,34.265,-118.6065
is_crime_los_angeles THEFT OF IDENTITY,1,34.3082,-118.4538
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0447,-118.2747
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0655,-118.2765
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0557,-118.2758
is_crime_los_angeles ORAL COPULATION,1,34.2686,-118.4143
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.2736,-118.3939
is_crime_los_angeles THEFT OF IDENTITY,1,34.1132,-118.2576
is_crime_los_angeles THEFT OF IDENTITY,1,34.1869,-118.4094
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2612,-118.4957
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.995,-118.2789
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,33.9605,-118.3882
is_crime_los_angeles THEFT OF IDENTITY,1,34.0835,-118.331
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.1016,-118.3267
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0937,-118.3922
is_crime_los_angeles THEFT OF IDENTITY,1,34.0993,-118.2837
is_crime_los_angeles THEFT OF IDENTITY,1,34.1344,-118.2665
is_crime_los_angeles THEFT OF IDENTITY,1,34.2246,-118.597
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9911,-118.4625
"is_crime_los_angeles RAPE, FORCIBLE",1,33.9565,-118.2608
is_crime_los_angeles THEFT OF IDENTITY,1,34.2102,-118.5361
"is_crime_los_angeles RAPE, FORCIBLE",1,33.9606,-118.3915
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0034,-118.264
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2013,-118.4586
is_crime_los_angeles THEFT OF IDENTITY,1,34.0802,-118.2832
is_crime_los_angeles THEFT OF IDENTITY,1,34.1053,-118.324
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.1722,-118.367
is_crime_los_angeles THEFT OF IDENTITY,1,33.988,-118.3399
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2737,-118.3401
is_crime_los_angeles THEFT OF IDENTITY,1,34.1686,-118.522
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,34.0561,-118.2981
is_crime_los_angeles THEFT OF IDENTITY,1,34.0572,-118.3783
is_crime_los_angeles THEFT OF IDENTITY,1,34.1017,-118.3245
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0121,-118.3034
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.0433,-118.274
is_crime_los_angeles THEFT OF IDENTITY,1,34.0466,-118.3414
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,34.2348,-118.395
is_crime_los_angeles THEFT OF IDENTITY,1,33.7633,-118.3039
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0709,-118.2954
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0829,-118.2733
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9897,-118.3026
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1504,-118.4383
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0262,-118.4392
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2337,-118.4703
